State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
MS,South,East South Central,Monroe County,28095,028095,Region 16,1/1/2014,8765,0.237,4.9,5.3,0.13,0.232,0.344,6.862,0.366,0.28,0.063,0.158,,59,0.206,44,38,11,100.05,0.87,0.6,0.753,0.492,0.114,0.324,,0.429,,,70.8,12.32,0,0.141,0.867,0.303,36421,0.001,0.696,0.139,111.7,419.9,11,88.9,0.201,0.029,26.75,4.59,0.256,0.084,11483,0.202,74,36089,0.608,,0.29
MS,South,East South Central,Monroe County,28095,028095,Region 16,1/1/2015,9834,0.237,4.9,5.3,0.13,0.232,0.325,6.4,0.369,0.415,0.063,0.182,628.8,59,0.205,44,36,11,89.95,0.88,0.62,0.752,0.497,0.121,0.309,4.888,0.409,14.277,,82.3,12.32,0.06,0.135,0.864,0.308,36116,0.001,0.696,0.151,111.7,462,12.4,64.7,0.202,0.029,23.89,7.71,0.258,0.071,10872,0.202,75,36264,0.636,,
MS,South,East South Central,Montgomery County,28097,028097,Region 16,1/1/2014,14786,0.2,3.2,3,0.14,0.19,0.363,3.395,0.365,0.081,0.121,0.05,772.6,62.6,0.202,92,37,19,109.52,0.84,0.53,0.748,0.467,0.119,0.388,,0.593,,,122.1,12.35,0.196,0.102,0.853,0.279,10614,0,0.598,0.17,329.6,602.5,,181.3,0.238,0.293,48.3,,0.254,0.077,12732,0.162,47,29863,0.724,,0.266
MS,South,East South Central,Montgomery County,28097,028097,Region 16,1/1/2015,14527,0.2,3.2,3,0.15,0.19,0.392,2.7,0.35,0.424,0.121,0.05,1130.6,64.9,0.198,75,28,19,99.66,0.82,0.53,0.745,0.438,0.114,0.366,4.804,0.561,13.19,,113.9,12.35,0,0.118,0.874,0.214,10553,0,0.598,0.162,329.6,633.2,,200.3,0.247,0.293,40.17,,0.249,0.071,12301,0.162,28,30128,0.731,,
MS,South,East South Central,Neshoba County,28099,028099,Region 16,1/1/2014,12271,0.263,4.6,3.5,0.11,0.27,0.355,7.574,0.356,0.291,0.075,0.291,996,84.3,0.241,50,40,7,95.54,0.72,0.54,0.784,0.546,0.074,0.358,,0.489,,,100.9,12.59,0,0.157,0.77,0.249,29785,0.012,0.739,0.156,120.3,567.8,10.5,91.8,0.168,0.024,37.82,9.7,0.309,0.108,11575,0.19,91,34881,0.6,4.85,0.273
MS,South,East South Central,Neshoba County,28099,028099,Region 16,1/1/2015,13685,0.263,4.6,3.5,0.11,0.27,0.361,7,0.335,0.321,0.075,0.333,1037.4,82.7,0.242,50,54,31,88.76,0.65,0.53,0.769,0.537,0.068,0.368,4.712,0.488,14.773,,103,12.59,0,0.148,0.772,0.271,29507,0.015,0.739,0.152,120.3,589.3,11.9,117.5,0.177,0.024,41,11.09,0.316,0.096,10697,0.19,88,34719,0.588,5.7,
MS,South,East South Central,Newton County,28101,028101,Region 16,1/1/2014,10181,0.21,3.9,4.9,0.11,0.246,0.317,7.095,0.351,0.066,0.104,0.031,776.8,57.5,0.224,33,14,9,92.79,0.76,0.61,0.829,0.612,0.082,0.31,,0.398,,,83.4,12.49,0,0.126,0.81,0.426,21601,0.006,0.871,0.137,247.9,506.2,11.4,79.2,0.174,0.059,27.58,6.57,0.279,0.106,11900,0.177,51,33333,0.588,7.88,0.203
MS,South,East South Central,Newton County,28101,028101,Region 16,1/1/2015,10380,0.21,3.9,4.9,0.12,0.246,0.298,6.6,0.346,0.303,0.104,0.135,1013.8,57.4,0.207,42,18,14,99.56,0.78,0.56,0.83,0.597,0.076,0.321,3.985,0.422,16.203,,93.1,12.49,0,0.108,0.83,0.442,21689,0.004,0.871,0.143,247.9,503.6,12.9,80.1,0.182,0.059,29.56,9.85,0.263,0.087,12961,0.177,65,36904,0.573,7.1,
MS,South,East South Central,Noxubee County,28103,028103,Region 16,1/1/2014,9124,0.226,5.3,3.5,0.13,0.136,0.436,3.855,0.352,0.429,,0,1092.4,80.2,0.264,18,18,105,126.4,0.9,0.54,0.675,0.385,0.153,0.476,,0.627,,,69.8,12.63,0,0.23,0.729,0.371,11218,0.002,0.74,0.168,244.6,445,18,78.2,0.317,0.096,38.65,,0.337,0.101,10710,0.189,71,26021,0.994,16.91,0.295
MS,South,East South Central,Noxubee County,28103,028103,Region 16,1/1/2015,9907,0.226,5.3,3.5,0.13,0.136,0.431,3.6,0.39,0.457,,0,1256.9,75.7,0.265,18,18,117,110.6,0.87,0.53,0.675,0.408,0.155,0.504,5.293,0.624,12.48,,57.3,12.63,0.028,0.211,0.758,0.363,11089,0.003,0.74,0.195,244.6,467.3,15.5,,0.299,0.096,31.97,,0.34,0.098,10293,0.189,72,26459,0.993,,
MS,South,East South Central,Oktibbeha County,28105,028105,Region 16,1/1/2014,8274,0.178,3.5,3.3,0.12,0.157,0.315,4.428,0.275,0.371,0.098,0.346,825.3,22.7,0.21,40,31,122,65.87,0.91,0.68,0.663,0.773,0.092,0.385,,0.434,,201.32,57.2,12.46,0.116,0.237,0.799,0.165,48192,0.004,0.364,0.098,144.8,382.8,9.8,94.4,0.256,0.158,17.19,,0.245,0.085,9351,0.141,54,32132,0.644,4.06,0.208
MS,South,East South Central,Oktibbeha County,28105,028105,Region 16,1/1/2015,7681,0.178,3.5,3.3,0.11,0.157,0.331,4,0.255,0.799,0.098,0.429,915.1,21.1,0.204,42,31,161,51.64,0.9,0.63,0.663,0.749,0.086,0.327,7.559,0.427,12.658,181.11,61.1,12.46,0.127,0.257,0.806,0.16,49043,0.005,0.364,0.104,144.8,370.2,10,106.7,0.251,0.158,16.74,,0.241,0.078,8675,0.141,59,33594,0.675,3.3,
MS,South,East South Central,Panola County,28107,028107,Region 16,1/1/2014,11941,0.223,4.7,4.4,0.12,0.241,0.36,5.054,0.387,0.178,0.119,0.32,953.7,90,0.207,32,29,40,101.56,0.82,0.48,0.65,0.531,0.115,0.414,,0.503,,299.19,117.9,12.23,0,0.219,0.837,0.354,34473,0.006,0.789,0.14,195.5,579.5,8.8,83.9,0.242,0.125,50.97,10.28,0.266,0.077,10592,0.271,58,33489,0.77,8.63,0.3
MS,South,East South Central,Panola County,28107,028107,Region 16,1/1/2015,12717,0.223,4.7,4.4,0.12,0.241,0.358,4.8,0.378,0.228,0.119,0.319,1212.5,88.4,0.204,29,26,49,89.74,0.83,0.47,0.633,0.496,0.111,0.39,4.959,0.533,12.764,340.69,109,12.23,0.019,0.207,0.842,0.34,34402,0.001,0.789,0.14,195.5,592,8.5,85.6,0.232,0.125,44.45,11.93,0.266,0.065,10407,0.271,58,33129,0.747,8.6,
MS,South,East South Central,Pearl River County,28109,028109,Region 19,1/1/2014,10870,0.254,4.8,5.2,0.1,0.298,0.33,7.189,0.299,0.503,0.128,0.165,272.8,54.3,0.228,29,19,27,108.84,0.83,0.56,0.795,0.549,0.094,0.367,,0.335,,170.47,110.1,11.97,0.106,0.178,0.829,0.46,55295,0.002,0.699,0.14,198.1,509.7,9,91.2,0.169,0.059,35.93,29.37,0.279,0.108,11306,0.251,42,36001,0.614,4.72,0.205
MS,South,East South Central,Pearl River County,28109,028109,Region 19,1/1/2015,10525,0.254,4.8,5.2,0.1,0.298,0.329,6.8,0.284,0.628,0.128,0.174,334.6,55,0.207,29,20,40,101.52,0.84,0.55,0.796,0.537,0.085,0.346,5.396,0.358,9.766,162.98,109.1,11.97,0.106,0.182,0.84,0.477,55072,0.001,0.699,0.137,198.1,498.8,9.2,73.4,0.173,0.059,37.12,27.39,0.263,0.073,11181,0.251,45,41706,0.615,5.9,
MS,South,East South Central,Perry County,28111,028111,Insuff Data,1/1/2014,13298,0.245,5.3,3.9,0.11,0.242,0.325,7.375,0.333,0.417,,0.1,369.9,64.6,0.22,,8,,127.16,0.81,0.46,0.725,0.512,0.098,0.369,,0.427,,,81.7,12.26,0.11,0.118,0.865,0.465,12086,0,1,0.153,163.2,553.7,,125.3,0.174,0.032,46.77,,0.269,0.105,12278,0.248,58,33667,0.663,11.69,0.215
MS,South,East South Central,Perry County,28111,028111,Insuff Data,1/1/2015,12204,0.245,5.3,3.9,0.12,0.242,0.361,7,0.344,0.621,,0.176,364.1,65.7,0.208,,8,,143.22,0.81,0.49,0.735,0.525,0.091,0.331,4.726,0.417,10.756,,77,12.26,0.139,0.13,0.899,0.474,12131,0,1,0.149,163.2,533.7,,97.9,0.176,0.032,33.94,,0.259,0.086,12638,0.248,66,34771,0.671,12,
MS,South,East South Central,Pike County,28113,028113,Region 19,1/1/2014,13090,0.285,4.8,5.1,0.14,0.274,0.378,5.872,0.341,0.524,0.105,0.22,702.9,73.3,0.201,49,44,144,106.11,0.82,0.54,0.721,0.548,0.108,0.404,,0.472,,292.46,77.5,11.16,0.047,0.148,0.81,0.222,40100,0.007,0.594,0.159,336.1,578.7,8.6,130.6,0.242,0.046,30.46,7.88,0.262,0.072,10452,0.264,60,32196,0.724,11.11,0.309
MS,South,East South Central,Pike County,28113,028113,Region 19,1/1/2015,13169,0.285,4.8,5.1,0.14,0.274,0.387,5.5,0.333,0.687,0.105,0.204,755.6,73.5,0.202,50,47,212,100.24,0.82,0.55,0.718,0.517,0.1,0.423,5.391,0.516,16.459,283.12,87.8,11.16,0.028,0.143,0.779,0.21,40014,0.005,0.594,0.159,336.1,585.1,12.7,124.5,0.236,0.046,28.73,8.51,0.267,0.064,10281,0.264,77,30835,0.775,13.7,
MS,South,East South Central,Pontotoc County,28115,028115,Region 16,1/1/2014,7623,0.244,5.2,4.8,0.11,0.249,0.363,7.634,0.346,0.221,0.102,0.194,321.1,69.8,0.234,30,13,29,87.04,0.9,0.54,0.861,0.44,0.08,0.254,,0.363,,32.48,77.3,12.2,0.02,0.107,0.836,0.363,30594,0.013,0.84,0.128,86.5,379.1,8.3,93.4,0.154,0.045,17.12,13.21,0.289,0.113,9687,0.214,46,39710,0.533,,0.163
MS,South,East South Central,Pontotoc County,28115,028115,Region 16,1/1/2015,8289,0.244,5.2,4.8,0.1,0.249,0.338,7.3,0.341,0.297,0.102,0.176,389,70,0.226,20,13,32,70.12,0.91,0.61,0.861,0.446,0.079,0.239,4.691,0.4,10.46,43.31,79.5,12.2,0.037,0.108,0.833,0.325,30897,0.012,0.84,0.134,86.5,404.2,10.6,65.1,0.154,0.045,18.26,14.9,0.287,0.089,9952,0.214,55,40245,0.529,,
MS,South,East South Central,Prentiss County,28117,028117,Region 16,1/1/2014,9867,0.248,4.8,4.6,0.1,0.241,0.331,7.312,0.337,0.445,0.088,0.259,300,62.8,0.207,47,34,53,97.68,0.88,0.54,0.829,0.454,0.093,0.331,,0.348,,,81.8,12.52,0,0.119,0.837,0.312,25390,0.006,0.761,0.126,73.7,485.4,11.2,83.8,0.179,0.028,38.13,8.41,0.258,0.083,10543,0.169,55,33705,0.542,,0.229
MS,South,East South Central,Prentiss County,28117,028117,Region 16,1/1/2015,11354,0.248,4.8,4.6,0.1,0.241,0.305,6.9,0.342,0.478,0.088,0.346,315.1,65.4,0.202,55,39,55,79.17,0.87,0.5,0.838,0.457,0.091,0.317,4.369,0.369,10.634,,81.9,12.52,0,0.122,0.825,0.338,25388,0,0.761,0.146,73.7,540.8,11.1,101.3,0.183,0.028,30.92,10.68,0.256,0.07,10454,0.169,59,34219,0.584,,
MS,South,East South Central,Quitman County,28119,028119,Region 16,1/1/2014,17823,0.351,6.3,4.2,0.15,0.29,0.407,2.811,0.349,0.143,,0.273,1364.6,88.2,0.22,12,13,25,161.01,0.8,0.52,0.675,0.456,0.127,0.551,,0.574,,,144.9,12.23,0.046,0.187,0.739,0.334,7798,0.003,0.57,0.183,393.5,762.1,,165.7,0.301,0.228,43.89,17.88,0.289,0.068,12144,0.414,64,24117,0.993,17.88,
MS,South,East South Central,Quitman County,28119,028119,Region 16,1/1/2015,14296,0.351,6.3,4.2,0.16,0.29,0.41,2.4,0.347,0.329,,0.231,1359.3,88.9,0.216,13,13,38,145.66,0.81,0.51,0.675,0.421,0.133,0.583,4.886,0.562,11.541,,134.2,12.23,0.023,0.197,0.769,0.319,7803,0.008,0.57,0.175,393.5,658.2,,175.9,0.291,0.228,34.06,17.03,0.283,0.065,11477,0.414,38,26100,0.993,24.3,
MS,South,East South Central,Rankin County,28121,028121,Region 16,1/1/2014,8004,0.146,3.2,3.5,0.11,0.203,0.34,7.778,0.296,0.556,0.128,0.255,301.3,45.1,0.16,70,54,71,87.76,0.87,0.65,0.833,0.679,0.057,0.183,,0.298,,116.42,72.2,12.07,0.18,0.124,0.865,0.359,145165,0.005,0.339,0.119,429.6,380.4,8.1,80.3,0.129,0.079,21.16,12.32,0.196,0.076,10915,0.127,51,56101,0.374,4.11,0.168
MS,South,East South Central,Rankin County,28121,028121,Region 16,1/1/2015,7899,0.146,3.2,3.5,0.1,0.203,0.324,7.3,0.276,0.733,0.128,0.223,343.7,44.4,0.15,65,59,117,82.02,0.85,0.66,0.834,0.678,0.051,0.167,4.054,0.293,11.229,107.87,71.8,12.07,0.162,0.117,0.867,0.376,146767,0.006,0.339,0.121,429.6,387.1,7.9,56,0.141,0.079,18.14,14.98,0.184,0.071,11040,0.127,50,55838,0.364,4,
MS,South,East South Central,Scott County,28123,028123,Region 16,1/1/2014,12764,0.273,4.5,4.4,0.13,0.235,0.389,6.644,0.348,0.794,0.079,0.179,1003.9,87.6,0.274,25,28,4,122.89,0.7,0.54,0.756,0.366,0.075,0.339,,0.491,,237.6,105.1,12.34,0.161,0.161,0.772,0.342,28250,0.06,0.722,0.138,346.8,589.7,12.3,133.1,0.18,0.091,50.75,5.58,0.343,0.122,12320,0.246,60,32989,0.712,15.73,0.251
MS,South,East South Central,Scott County,28123,028123,Region 16,1/1/2015,10682,0.273,4.5,4.4,0.13,0.235,0.358,6.2,0.327,0.762,0.079,0.116,1051.3,86.1,0.255,21,35,4,113.98,0.66,0.47,0.759,0.367,0.064,0.392,4.023,0.48,12.035,280.99,96.4,12.34,0.084,0.15,0.77,0.355,28273,0.051,0.722,0.143,346.8,539.8,11.6,94.5,0.182,0.091,42.54,7.09,0.329,0.093,12782,0.246,78,31850,0.719,17,
MS,South,East South Central,Sharkey County,28125,028125,Region 16,1/1/2014,14489,0.145,1.5,,0.14,,0.408,4.881,0.362,0.023,,0.091,1124.3,93.4,0.21,41,,,92.37,0.8,0.42,0.675,0.462,0.117,0.581,,0.685,,72.12,115.7,12.18,0.481,0.209,0.761,0.21,4799,0.003,1,0.162,281.9,583.8,,225.1,0.296,0.038,29.35,,0.259,0.094,11177,,21,26139,0.939,,
MS,South,East South Central,Sharkey County,28125,028125,Region 16,1/1/2015,13621,0.145,1.5,,0.13,,0.412,4.5,0.362,0.036,,0.111,1375.3,95.2,0.207,42,,,93.16,0.91,0.47,0.675,0.535,0.115,0.579,4.518,0.676,20.838,72.12,132.7,12.18,0.123,0.21,0.768,0.244,4708,0.003,1,0.164,281.9,651.9,,,0.284,0.038,44.92,,0.265,0.07,11158,,21,27380,0.925,,
MS,South,East South Central,Simpson County,28127,028127,Region 16,1/1/2014,12558,0.237,4.2,3.7,0.13,0.232,0.36,6.987,0.349,0.29,0.077,0.089,567.3,75.7,0.214,51,29,25,142.55,0.76,0.57,0.77,0.459,0.081,0.368,,0.467,,245.02,106.6,11.89,0.021,0.159,0.766,0.477,27374,0.007,0.848,0.137,233.5,551.5,13.2,136.2,0.19,0.038,39.92,15.56,0.268,0.091,11289,0.252,33,34538,0.723,7.78,0.305
MS,South,East South Central,Simpson County,28127,028127,Region 16,1/1/2015,11943,0.237,4.2,3.7,0.13,0.232,0.384,6.6,0.359,0.287,0.077,0.07,482.2,77.5,0.211,47,25,33,97.44,0.78,0.56,0.77,0.476,0.073,0.399,4.757,0.424,13.151,223.61,93.2,11.89,0.074,0.156,0.776,0.488,27500,0.008,0.848,0.148,233.5,535.3,13,132.2,0.192,0.038,33.76,15.06,0.269,0.078,10633,0.252,36,35039,0.736,7.8,
MS,South,East South Central,Smith County,28129,028129,Region 16,1/1/2014,10057,0.214,4.9,4.1,0.1,0.166,0.336,7.474,0.37,0.345,,0.25,395.3,58.2,0.225,18,18,6,106.1,0.8,0.58,0.79,0.458,0.086,0.344,,0.444,,,85.1,12.19,0.138,0.106,0.848,0.384,16345,0.006,1,0.128,96.2,428.6,,110.5,0.158,0.053,34,9.59,0.278,0.105,11204,0.221,37,34678,0.569,,0.2
MS,South,East South Central,Smith County,28129,028129,Region 16,1/1/2015,10258,0.214,4.9,4.1,0.11,0.166,0.344,6.8,0.355,0.341,,0.308,513.9,58.9,0.201,18,18,6,107.05,0.74,0.56,0.79,0.486,0.079,0.308,5.308,0.451,12.236,,81.6,12.19,0.077,0.119,0.86,0.403,16225,0.007,1,0.124,96.2,453.6,,95.4,0.176,0.053,36.51,10.43,0.25,0.087,11828,0.221,43,36581,0.556,9.6,
MS,South,East South Central,Stone County,28131,028131,Region 16,1/1/2014,9783,0.212,5.1,4.1,0.1,0.242,0.322,7.13,0.311,0.462,0.083,0.474,488.2,47.1,0.217,28,15,10,115.65,0.82,0.57,0.825,0.547,0.089,0.285,,0.387,,,84,12.32,0,0.144,0.786,0.405,18028,0.004,0.788,0.118,217,497,15.7,101.4,0.16,0.082,27.1,13.11,0.268,0.096,13498,0.198,28,41097,0.515,,0.205
MS,South,East South Central,Stone County,28131,028131,Region 16,1/1/2015,9834,0.212,5.1,4.1,0.09,0.242,0.299,6.7,0.332,0.637,0.083,0.55,271.8,46.3,0.205,28,22,11,120.19,0.82,0.56,0.825,0.548,0.076,0.309,5.096,0.339,6.656,,69.2,12.32,0,0.123,0.781,0.405,18016,0.003,0.788,0.128,217,531.5,16.1,76.7,0.167,0.082,24.93,13.29,0.256,0.081,12925,0.198,39,40294,0.544,,
MS,South,East South Central,Sunflower County,28133,028133,Region 16,1/1/2014,14382,0.233,4.4,3.6,0.15,0.207,0.439,3.158,0.369,0.255,0.104,0.4,1198.1,90.5,0.215,27,21,9,95.21,0.8,0.43,0.684,0.438,0.146,0.584,,0.64,,503.2,81.9,12.24,0.143,0.203,0.79,0.225,28431,0.006,0.458,0.138,721.1,682.7,17.1,157.9,0.317,0.164,25.39,,0.286,0.067,12282,0.268,63,25272,0.893,12.92,0.309
MS,South,East South Central,Sunflower County,28133,028133,Region 16,1/1/2015,13371,0.233,4.4,3.6,0.15,0.207,0.417,2.7,0.368,0.299,0.104,0.24,1287.3,86.4,0.208,28,25,11,82.81,0.79,0.46,0.686,0.457,0.139,0.517,5.552,0.629,10.552,503.2,83.5,12.24,0.29,0.184,0.81,0.24,27997,0.006,0.458,0.136,721.1,666.8,13.9,113.4,0.306,0.164,23.78,,0.276,0.061,13824,0.268,68,28562,0.918,14.6,
MS,South,East South Central,Tallahatchie County,28135,028135,Region 16,1/1/2014,10638,0.324,5.6,6.4,0.16,0.197,0.389,2.118,0.331,0.012,0.091,0.13,1292.6,83.9,0.219,20,17,23,78.9,0.87,0.5,0.653,0.317,0.114,0.466,,0.65,,,96.9,12.25,0.165,0.178,0.782,0.345,15111,0.017,0.809,0.13,194.9,513.3,14.2,134.2,0.257,0.38,43,,0.28,0.081,12031,0.204,73,27121,0.873,12.15,
MS,South,East South Central,Tallahatchie County,28135,028135,Region 16,1/1/2015,11510,0.324,5.6,6.4,0.17,0.197,0.405,1.8,0.333,0.187,0.091,0.048,1363.2,84.2,0.21,7,20,33,76.04,0.84,0.49,0.656,0.335,0.113,0.456,4.95,0.602,13.897,,74.7,12.25,0.221,0.176,0.844,0.318,15081,0.016,0.809,0.144,194.9,560,14.3,109.6,0.245,0.38,38.39,,0.273,0.066,11906,0.204,73,29780,0.879,13.4,
MS,South,East South Central,Tate County,28137,028137,Region 16,1/1/2014,11029,0.199,4.2,4.9,0.1,0.238,0.35,5.852,0.332,0.285,0.136,0.269,738.2,47.8,0.205,24,23,7,101.79,0.8,0.56,0.795,0.528,0.097,0.26,,0.461,,79.28,102.2,12.4,0.289,0.169,0.865,0.518,28490,0.011,0.774,0.148,100,504.4,9.8,77.6,0.189,0.15,36,10.28,0.258,0.087,11698,0.267,39,40811,0.624,5.66,0.27
MS,South,East South Central,Tate County,28137,028137,Region 16,1/1/2015,9912,0.199,4.2,4.9,0.1,0.238,0.346,5.4,0.347,0.339,0.136,0.24,642.3,44,0.194,28,25,11,93.73,0.82,0.52,0.795,0.532,0.089,0.273,4.675,0.446,11.934,84.53,91,12.4,0.263,0.154,0.863,0.539,28373,0.011,0.774,0.16,100,469.7,9.2,81.6,0.19,0.15,31.8,12.11,0.244,0.079,11577,0.267,42,40624,0.609,8.9,
MS,South,East South Central,Tippah County,28139,028139,Region 16,1/1/2014,10317,0.265,5.1,5.8,0.13,0.251,0.345,6.878,0.384,0.46,,0.091,429,68.4,0.23,32,22,63,102.58,0.87,0.51,0.773,0.467,0.109,0.308,,0.369,,82.06,92.8,12.67,0,0.129,0.844,0.285,22025,0.012,0.838,0.121,,492.1,10.5,89,0.194,0.041,35.35,6.55,0.286,0.098,10460,0.226,68,34142,0.624,7.86,0.253
MS,South,East South Central,Tippah County,28139,028139,Region 16,1/1/2015,10201,0.265,5.1,5.8,0.13,0.251,0.352,6.7,0.368,0.465,,0.143,472.2,63.3,0.209,36,23,77,82.28,0.89,0.46,0.78,0.474,0.105,0.316,4.728,0.323,14.983,52.44,96.8,12.67,0,0.118,0.848,0.3,22084,0.009,0.838,0.119,,523.4,,80.6,0.186,0.041,38.93,6.49,0.264,0.079,10617,0.226,86,35908,0.612,8.6,
MS,South,East South Central,Tishomingo County,28141,028141,Region 16,1/1/2014,10643,0.204,4.8,5.1,0.1,0.202,0.297,7.801,0.322,0.551,0.11,0.152,214.3,54.7,0.229,36,10,60,101.11,0.78,0.55,0.89,0.449,0.106,0.291,,0.293,,,114.7,12.71,0,0.099,0.891,0.284,19591,0.008,1,0.121,,497.8,,65.8,0.169,0,33.08,22.05,0.278,0.106,12058,0.163,61,34223,0.557,,0.294
MS,South,East South Central,Tishomingo County,28141,028141,Region 16,1/1/2015,11228,0.204,4.8,5.1,0.1,0.202,0.347,7.5,0.321,0.4,0.11,0.2,306.3,49.8,0.216,36,10,77,89.71,0.78,0.5,0.89,0.447,0.095,0.273,4.167,0.313,5.615,66.17,117.5,12.71,0,0.104,0.87,0.293,19529,0.008,1,0.14,,536.9,,55.5,0.166,0,34.34,24.84,0.267,0.089,11581,0.163,72,35891,0.526,,
MS,South,East South Central,Tunica County,28143,028143,Region 16,1/1/2014,14327,0.308,3.7,3.4,0.15,0.27,0.407,2.523,0.392,0.51,,0.308,1797.1,122,0.179,19,,38,94.38,0.81,0.39,0.575,0.527,0.151,0.471,,0.657,,701.99,92.4,12.38,0,0.274,0.785,0.229,10475,0.013,0.66,0.15,709.2,693.6,15.6,158.6,0.332,0.196,28.09,,0.238,0.061,10682,0.241,76,30200,0.934,18.72,
MS,South,East South Central,Tunica County,28143,028143,Region 16,1/1/2015,14033,0.308,3.7,3.4,0.13,0.27,0.412,2.3,0.409,0.487,,0.381,1890.2,119.4,0.182,10,,38,78.42,0.85,0.55,0.575,0.552,0.145,0.482,4.22,0.662,6.683,533.37,80.1,12.38,0,0.252,0.796,0.225,10560,0.015,0.66,0.165,709.2,713.8,14.5,101.4,0.312,0.196,26.59,,0.249,0.049,11435,0.241,76,30033,0.94,19.6,
MS,South,East South Central,Union County,28145,028145,Region 16,1/1/2014,8366,0.231,3.9,3.6,0.12,0.304,0.338,6.973,0.332,0.463,0.107,0.152,457.2,68.8,0.235,55,32,4,93.48,0.9,0.63,0.853,0.485,0.084,0.274,,0.312,,39.13,89.2,12.28,0,0.127,0.803,0.336,27414,0.016,0.756,0.122,127.1,389,9.8,93.2,0.178,0.063,31.51,,0.294,0.1,9834,0.191,51,40337,0.54,6.41,0.273
MS,South,East South Central,Union County,28145,028145,Region 16,1/1/2015,8463,0.231,3.9,3.6,0.12,0.304,0.337,6.6,0.333,0.653,0.107,0.214,470.6,68.3,0.226,55,29,14,85.72,0.88,0.62,0.849,0.477,0.074,0.272,4.346,0.308,16.78,35.47,83.9,12.28,0,0.147,0.808,0.333,27754,0.014,0.756,0.126,127.1,415.9,10.1,85.9,0.18,0.063,27.46,,0.282,0.096,9819,0.191,61,40148,0.535,5.4,
MS,South,East South Central,Walthall County,28147,028147,Region 19,1/1/2014,14068,0.212,4.9,3.8,0.11,0.201,0.393,5.4,0.342,0.157,0.093,0.2,376.5,59.5,0.246,45,20,7,102.28,0.72,0.49,0.775,0.513,0.114,0.426,,0.357,,71.23,112,11.42,0,0.164,0.819,0.515,15100,0.004,1,0.153,214.3,614.1,,152.1,0.219,0.136,45.43,12.05,0.306,0.114,10717,0.218,26,28920,0.73,13.91,0.237
MS,South,East South Central,Walthall County,28147,028147,Region 19,1/1/2015,11391,0.212,4.9,3.8,0.12,0.201,0.394,4.9,0.343,0.059,0.093,0.167,430.5,60.2,0.231,46,20,7,89.9,0.83,0.44,0.775,0.509,0.108,0.426,6.862,0.317,11.258,71.23,114.2,11.42,0,0.163,0.796,0.531,14931,0.005,1,0.161,214.3,504.8,,132.1,0.223,0.136,33.28,12.02,0.291,0.095,11545,0.218,27,30289,0.743,16.9,
MS,South,East South Central,Warren County,28149,028149,Region 16,1/1/2014,11196,0.191,3.4,4.1,0.12,0.258,0.398,5.427,0.344,0.745,0.154,0.259,777.7,69.5,0.184,66,41,327,96.73,0.77,0.62,0.56,0.56,0.102,0.382,,0.532,,402.29,79.8,11.76,0.109,0.171,0.871,0.188,48084,0.007,0.409,0.12,396.8,496.5,8.2,91.2,0.228,0.116,20.74,9.35,0.231,0.076,11618,0.186,44,38911,0.673,10.81,0.247
MS,South,East South Central,Warren County,28149,028149,Region 16,1/1/2015,10571,0.191,3.4,4.1,0.12,0.258,0.369,5,0.351,0.762,0.154,0.295,777.8,69,0.181,69,46,365,82.88,0.81,0.6,0.56,0.57,0.098,0.413,5.606,0.519,12.27,389.93,82.6,11.76,0.101,0.157,0.874,0.17,48218,0.005,0.409,0.133,396.8,517.1,8.8,74.3,0.226,0.116,21.13,9.98,0.229,0.065,12204,0.186,50,41883,0.684,12.2,
MS,South,East South Central,Washington County,28151,028151,Region 16,1/1/2014,14162,0.208,3.6,3.6,0.14,0.237,0.4,3.757,0.389,0.562,0.109,0.097,1343.1,89.3,0.203,46,36,62,76.3,0.74,0.58,0.574,0.496,0.141,0.554,,0.655,,264.71,91.1,12.19,0.719,0.24,0.789,0.187,49750,0.01,0.175,0.139,478.3,656.9,12.1,120.1,0.323,0.094,27.73,3.47,0.268,0.066,9967,0.224,66,28444,0.883,19.2,0.309
